user_id,age,gender,country,education_level,employment_status,preferred_category,skill_level,learning_goal,courses_viewed,courses_completed,avg_progress,avg_rating_given,total_watch_time_hours,sessions_per_week,avg_session_duration_min,last_activity_days_ago,completion_rate,dropout_rate,revisit_rate,diversity_score,engagement_score,preferred_course_length,preferred_content_type,time_of_day_preference,cluster,pca_1,pca_2
2743,32,Female,Mexico,Basic,Employed,Web Dev,Advanced,Hobby,21,20,63.85,3.2,228.72,10,89.06,4,0.9523809523809524,0.0476190476190476,0.55,0.53,0.7377,Medium,Video,Morning,0,2.8783628139193786,0.979970863980608
2744,19,Female,Chile,Basic,Employed,Cybersecurity,Beginner,Hobby,29,28,23.19,4.48,142.18,1,90.18,75,0.9655172413793104,0.0344827586206896,0.19,0.56,0.3954637438423645,Short,Mixed,Afternoon,0,1.9344646747558472,-2.97771158889805
2745,48,Other,Mexico,Basic,Student,Cybersecurity,Beginner,Hobby,12,9,58.83,4.96,244.81,4,8.41,7,0.75,0.25,0.31,0.9,0.4903742857142856,Long,Mixed,Afternoon,0,0.5817699108911434,-0.6431196735222925
2746,38,Other,Chile,University,Unemployed,AI,Advanced,Career Change,24,6,23.99,4.18,12.61,13,23.8,69,0.25,0.75,0.34,0.77,0.4695514285714286,Short,Mixed,Night,1,-0.9689342081529391,0.39432711756316047
2747,20,Other,Argentina,University,Student,Cybersecurity,Beginner,Career Change,42,38,18.38,4.71,202.9,10,119.36,5,0.9047619047619048,0.0952380952380952,0.69,0.38,0.6604742857142857,Short,Mixed,Night,0,3.5036719811700325,-0.44944099896518946
2748,25,Male,Chile,Intermediate,Student,Data Science,Advanced,Upskill,6,4,65.89,3.62,147.15,13,85.8,84,0.6666666666666666,0.3333333333333333,0.26,0.55,0.6623514285714286,Long,Video,Afternoon,0,0.7340909345279639,1.6523284830611493
2749,59,Female,Argentina,University,Employed,Data Science,Advanced,Upskill,2,1,85.0,3.21,247.24,8,33.61,36,0.5,0.5,0.85,0.48,0.6614285714285714,Long,Text,Night,1,0.05115173650320805,2.299404782228466
2750,26,Other,Mexico,University,Student,Cybersecurity,Beginner,Hobby,27,15,51.7,4.33,6.58,10,53.75,74,0.5555555555555556,0.4444444444444444,0.99,0.78,0.6823523809523809,Medium,Text,Night,0,1.304635630282682,1.4372169464062925
2751,64,Other,Colombia,Intermediate,Student,Data Science,Advanced,Career Change,10,8,57.87,4.94,204.01,11,27.23,26,0.8,0.1999999999999999,0.54,0.64,0.6994542857142857,Short,Video,Morning,0,1.5680230398724633,1.5141966020398268
2752,20,Female,Chile,Intermediate,Student,AI,Advanced,Hobby,13,10,74.89,4.07,207.17,3,50.05,23,0.7692307692307693,0.2307692307692307,0.15,0.93,0.474834945054945,Long,Text,Afternoon,0,0.6087537659795856,-0.9193301969050721
2753,63,Female,Spain,Intermediate,Student,Marketing,Intermediate,Hobby,43,26,40.2,3.38,31.94,10,23.61,59,0.6046511627906976,0.3953488372093023,0.07,0.88,0.4900810631229235,Short,Text,Morning,0,1.3797694353133865,-1.334840807332484
2754,41,Other,Argentina,Basic,Employed,Marketing,Beginner,Hobby,46,13,80.86,2.63,62.98,3,32.29,47,0.2826086956521739,0.7173913043478262,0.14,0.34,0.3387883229813664,Short,Text,Morning,1,-0.7892325377537239,-1.639818770370525
2755,20,Other,Spain,University,Student,AI,Beginner,Hobby,17,4,81.75,3.74,191.21,1,93.37,66,0.2352941176470588,0.7647058823529411,0.26,0.38,0.307516806722689,Short,Mixed,Night,1,-1.9466140370913734,-0.9280563664937401
2756,52,Female,Colombia,University,Unemployed,Marketing,Intermediate,Hobby,18,2,65.55,4.63,40.52,8,10.3,50,0.1111111111111111,0.8888888888888888,0.35,0.65,0.4058619047619047,Short,Mixed,Morning,1,-1.9354790296939242,0.3538117164034985
2757,29,Female,Argentina,University,Unemployed,Cybersecurity,Beginner,Upskill,17,2,32.46,2.5,70.95,10,69.03,21,0.1176470588235294,0.8823529411764706,0.34,0.34,0.3824998319327731,Short,Video,Afternoon,1,-2.085685759909553,0.2439255459216237
2758,60,Female,Colombia,University,Student,Web Dev,Intermediate,Upskill,47,25,52.08,4.89,264.36,10,98.9,2,0.5319148936170213,0.4680851063829787,0.36,0.5,0.5500201823708206,Short,Video,Night,0,1.3885166631392265,-0.367033238914586
2759,62,Other,Mexico,Intermediate,Student,Data Science,Intermediate,Hobby,38,13,46.94,4.3,209.12,10,28.51,84,0.3421052631578947,0.6578947368421053,0.57,0.74,0.5247972932330827,Medium,Video,Morning,1,0.09429039051434068,0.2103575562241849
2760,60,Female,Spain,University,Unemployed,Marketing,Beginner,Hobby,27,6,13.14,4.57,126.13,5,70.99,58,0.2222222222222222,0.7777777777777778,0.7,0.33,0.3400895238095238,Short,Text,Night,1,-1.5824455962427029,-0.7303951592557579
2761,56,Female,Argentina,Intermediate,Student,Data Science,Advanced,Career Change,26,24,87.54,2.75,93.8,7,50.11,76,0.9230769230769232,0.0769230769230768,0.07,0.4,0.616003076923077,Long,Text,Night,0,2.539383389114253,-0.4455057141345635
2762,34,Female,Mexico,Intermediate,Employed,Cybersecurity,Advanced,Upskill,27,2,87.87,3.27,254.82,6,89.36,54,0.074074074074074,0.925925925925926,0.24,0.74,0.3745336507936507,Long,Text,Morning,1,-2.0921091592134995,-0.009430844854801326
2763,47,Other,Colombia,Intermediate,Student,Web Dev,Beginner,Hobby,20,8,57.4,4.24,155.24,9,94.48,83,0.4,0.6,0.15,0.63,0.4576571428571429,Long,Mixed,Afternoon,1,-0.5770468949163705,-0.03587417288699087
2764,21,Male,Mexico,Intermediate,Unemployed,AI,Intermediate,Career Change,28,22,52.73,4.36,8.99,7,102.9,76,0.7857142857142857,0.2142857142857143,0.99,0.1,0.6891742857142857,Medium,Text,Afternoon,0,2.3664571240040853,0.8337776709953625
2765,47,Female,Argentina,University,Student,AI,Beginner,Career Change,44,25,59.41,3.17,150.88,13,5.49,21,0.5681818181818182,0.4318181818181817,0.31,0.79,0.6298459740259741,Long,Mixed,Afternoon,0,1.840987351578849,0.17129650598742946
2766,39,Female,Colombia,Intermediate,Employed,Marketing,Intermediate,Career Change,10,3,90.47,3.01,62.41,11,111.82,9,0.3,0.7,0.01,0.45,0.5086542857142857,Short,Mixed,Night,1,-1.0870515343512765,1.2020172920366794
2767,27,Other,Argentina,Master,Student,Marketing,Beginner,Career Change,38,16,50.3,4.27,100.05,2,103.07,20,0.4210526315789473,0.5789473684210527,0.94,0.17,0.4577729323308271,Medium,Text,Morning,1,0.1157789478695906,-0.4911900676290125
2768,24,Male,Spain,Basic,Employed,Cybersecurity,Intermediate,Hobby,44,33,64.01,2.56,291.84,7,33.67,56,0.75,0.25,0.08,0.47,0.51902,Long,Text,Morning,0,2.307560354566221,-1.6914848467208654
2769,42,Female,Spain,Master,Unemployed,Marketing,Beginner,Upskill,41,9,22.49,3.72,146.55,10,102.89,44,0.2195121951219512,0.7804878048780488,0.98,0.16,0.5211193728222997,Medium,Mixed,Afternoon,1,-0.4721395007553412,0.8019510137713491
2770,43,Male,Chile,Basic,Unemployed,Web Dev,Intermediate,Upskill,3,1,23.71,2.95,241.85,4,105.41,59,0.3333333333333333,0.6666666666666667,0.23,0.54,0.2791342857142856,Long,Video,Afternoon,1,-2.124259171416041,-1.1033642130638508
2771,39,Other,Chile,University,Student,Marketing,Beginner,Hobby,47,8,82.57,2.59,57.02,6,44.97,1,0.1702127659574468,0.8297872340425532,0.94,1.0,0.5327752583586626,Short,Mixed,Afternoon,1,-0.5395927440901963,0.7280697860589831
2772,55,Male,Colombia,Basic,Employed,Marketing,Intermediate,Upskill,15,13,53.86,2.71,220.48,11,39.04,38,0.8666666666666667,0.1333333333333333,0.29,0.32,0.6614342857142856,Long,Text,Afternoon,0,1.904659475676003,0.6753622720181208
2773,18,Other,Argentina,Basic,Unemployed,Marketing,Intermediate,Hobby,31,8,35.68,3.83,224.25,12,8.71,77,0.2580645161290322,0.7419354838709677,0.87,0.14,0.5799222119815668,Short,Text,Morning,1,-0.2231149851556115,1.2981815776842334
2774,32,Female,Mexico,Intermediate,Unemployed,Web Dev,Advanced,Hobby,37,4,63.38,3.23,130.77,3,78.73,14,0.1081081081081081,0.8918918918918919,0.84,0.36,0.3914781467181467,Long,Mixed,Morning,1,-1.638087263565292,-0.06794729480729426
2775,32,Female,Argentina,University,Student,Marketing,Intermediate,Upskill,30,13,29.14,4.09,51.1,5,101.28,84,0.4333333333333333,0.5666666666666667,0.89,0.63,0.4734228571428572,Long,Video,Afternoon,1,-0.028245004114181477,-0.2838219716010039
2776,42,Female,Spain,Intermediate,Employed,Marketing,Intermediate,Career Change,27,3,59.27,3.55,273.32,3,19.36,38,0.1111111111111111,0.8888888888888888,0.1,0.44,0.2361590476190476,Long,Mixed,Morning,1,-2.4745037755957133,-1.5948765865301717
2777,33,Other,Mexico,University,Unemployed,AI,Advanced,Upskill,32,20,41.76,2.95,251.41,12,20.21,84,0.625,0.375,0.97,0.33,0.7221628571428571,Medium,Text,Morning,0,2.0587673601768075,1.382941636403318
2778,29,Male,Argentina,University,Employed,Cybersecurity,Beginner,Hobby,13,1,84.83,4.16,259.08,7,55.05,18,0.0769230769230769,0.9230769230769232,0.85,0.76,0.5127369230769231,Medium,Mixed,Night,1,-1.734995289045232,1.704902701100634
2779,46,Female,Chile,Basic,Employed,Data Science,Beginner,Hobby,48,18,51.94,2.84,130.49,4,70.89,41,0.375,0.625,0.34,0.39,0.3700942857142856,Medium,Video,Night,1,-0.13340603209189844,-1.68549013700971
2780,32,Female,Spain,Basic,Unemployed,Marketing,Advanced,Hobby,4,2,56.34,4.64,223.9,4,72.36,89,0.5,0.5,0.42,0.41,0.4323942857142857,Medium,Video,Afternoon,1,-0.8622691538282925,-0.10197007278725582
2781,37,Male,Spain,Intermediate,Student,AI,Beginner,Upskill,34,9,15.92,4.35,116.54,3,111.19,61,0.2647058823529412,0.7352941176470589,0.58,0.44,0.2915374789915966,Medium,Text,Morning,1,-1.447432340283188,-1.562823307258656
2782,34,Female,Spain,Master,Student,Marketing,Beginner,Upskill,15,12,99.82,3.79,281.21,12,72.61,78,0.8,0.1999999999999999,0.44,0.45,0.7847828571428571,Medium,Video,Afternoon,0,2.173579380895416,2.108605395015975
2783,35,Other,Chile,Basic,Student,Cybersecurity,Beginner,Upskill,26,16,96.35,4.37,92.39,9,103.53,26,0.6153846153846154,0.3846153846153846,0.07,0.86,0.5841725274725275,Long,Video,Morning,0,1.0393160124434753,0.3255966862049137
2784,55,Female,Colombia,Basic,Student,Cybersecurity,Beginner,Upskill,35,31,19.88,4.4,287.67,2,114.48,41,0.8857142857142857,0.1142857142857143,0.75,0.78,0.4983314285714286,Medium,Mixed,Afternoon,0,2.331188073085963,-1.8116474782379062
2785,32,Other,Argentina,Master,Student,Marketing,Intermediate,Career Change,13,3,43.13,3.53,235.53,8,71.65,2,0.2307692307692307,0.7692307692307692,0.0,0.16,0.3269193406593406,Long,Mixed,Morning,1,-1.9865164558520398,-0.508975479461843
2786,51,Male,Colombia,University,Unemployed,Marketing,Advanced,Hobby,30,14,72.38,3.06,132.85,1,31.4,79,0.4666666666666667,0.5333333333333333,0.85,0.84,0.4761885714285714,Medium,Video,Afternoon,0,0.18212145857778475,-0.5380875837693241
2787,54,Male,Chile,Master,Student,Data Science,Advanced,Career Change,23,9,63.3,2.57,31.73,1,37.18,61,0.391304347826087,0.6086956521739131,0.26,0.51,0.3174198757763975,Long,Mixed,Afternoon,1,-1.0818899565650966,-1.5553229570136657
2788,44,Male,Mexico,University,Employed,AI,Advanced,Career Change,10,9,88.1,3.04,20.32,13,49.87,9,0.9,0.0999999999999999,0.78,0.66,0.8807714285714286,Medium,Text,Afternoon,0,2.6627625401161468,3.0571264276439694
2789,55,Other,Argentina,Intermediate,Unemployed,Web Dev,Intermediate,Hobby,7,5,45.0,3.27,44.9,1,83.46,17,0.7142857142857143,0.2857142857142857,0.63,0.37,0.4517142857142857,Long,Text,Afternoon,0,0.022203427397575647,-0.49070137009418086
2790,45,Male,Chile,University,Student,Marketing,Advanced,Upskill,28,5,32.37,3.8,11.96,5,70.85,88,0.1785714285714285,0.8214285714285714,0.8,0.83,0.3854542857142857,Short,Mixed,Afternoon,1,-1.5564770970579387,-0.27114697281104244
2791,22,Other,Chile,Master,Employed,AI,Advanced,Upskill,8,2,41.31,4.95,109.39,7,80.11,87,0.25,0.75,0.78,0.15,0.46362,Medium,Video,Morning,1,-1.4245507772185553,0.9315613996301829
2792,25,Other,Colombia,Basic,Student,Web Dev,Intermediate,Upskill,8,2,23.22,4.35,21.23,1,76.78,8,0.25,0.75,0.1,0.5,0.1628685714285714,Medium,Text,Morning,1,-2.7850059190253833,-2.13792802759781
2793,46,Male,Argentina,Basic,Student,Data Science,Advanced,Career Change,26,5,76.56,2.58,209.98,10,70.31,10,0.1923076923076923,0.8076923076923077,0.02,0.13,0.429098021978022,Medium,Mixed,Afternoon,1,-1.3782477051769473,0.29965270858965287
2794,51,Male,Spain,Master,Unemployed,AI,Advanced,Hobby,40,21,40.41,2.75,287.23,1,20.15,23,0.525,0.475,0.78,0.57,0.4157485714285714,Short,Mixed,Morning,0,0.5992037063327996,-1.6199216779604582
2795,46,Male,Colombia,Intermediate,Student,Web Dev,Beginner,Career Change,23,4,35.56,3.33,41.0,5,50.85,81,0.1739130434782608,0.8260869565217391,0.12,0.65,0.2544367701863354,Medium,Mixed,Night,1,-2.25418645097674,-1.493346183644892
2796,63,Other,Mexico,Basic,Unemployed,Data Science,Intermediate,Hobby,26,23,41.88,3.86,44.3,6,84.41,69,0.8846153846153846,0.1153846153846154,0.61,0.74,0.5997160439560439,Medium,Text,Night,0,2.28714214397856,-0.4077440615200197
2797,22,Male,Colombia,University,Student,Marketing,Intermediate,Career Change,48,38,47.09,4.35,27.03,12,88.61,6,0.7916666666666666,0.2083333333333333,0.45,0.29,0.6788228571428572,Long,Text,Afternoon,0,3.3280689574105073,-0.1453182548609548
2798,30,Male,Mexico,Master,Employed,Web Dev,Beginner,Hobby,16,5,42.27,3.89,126.66,1,71.44,80,0.3125,0.6875,0.58,0.93,0.3157185714285714,Long,Video,Afternoon,1,-1.6321655687633978,-1.1838082981427676
2799,32,Female,Chile,Master,Student,Data Science,Intermediate,Upskill,20,18,11.96,3.33,21.95,5,18.7,29,0.9,0.0999999999999999,0.41,0.56,0.4830628571428572,Medium,Video,Night,0,1.5436281233669753,-1.4932930301100298
2800,44,Male,Argentina,University,Unemployed,Marketing,Beginner,Upskill,25,13,48.54,3.1,228.94,2,88.6,78,0.52,0.48,0.25,0.19,0.3459371428571429,Long,Text,Night,1,-0.3670928754806428,-1.6995629993045984
2801,24,Female,Argentina,University,Employed,Marketing,Advanced,Upskill,22,11,45.57,3.74,55.1,1,24.18,14,0.5,0.5,0.26,0.52,0.3145685714285714,Short,Text,Morning,1,-0.6981829607659256,-1.9439458729226444
2802,23,Female,Argentina,Basic,Employed,Cybersecurity,Advanced,Career Change,12,6,99.77,3.81,165.56,10,52.6,78,0.5,0.5,0.47,0.4,0.6578257142857142,Short,Text,Morning,0,0.413527106793534,1.8832477390717646
2803,35,Other,Colombia,Intermediate,Unemployed,Data Science,Advanced,Career Change,31,4,92.35,3.96,239.58,1,14.91,25,0.1290322580645161,0.8709677419354839,0.19,0.72,0.2828382488479262,Short,Mixed,Morning,1,-2.1216097578406816,-1.312059084259307
2804,55,Other,Argentina,Intermediate,Unemployed,Cybersecurity,Intermediate,Career Change,46,18,73.81,2.98,171.06,13,54.19,21,0.391304347826087,0.6086956521739131,0.48,0.92,0.6395827329192547,Long,Text,Afternoon,0,1.0292484018179733,0.9852605751034117
2805,64,Female,Argentina,Intermediate,Unemployed,AI,Beginner,Career Change,27,16,95.29,4.27,262.01,10,60.26,30,0.5925925925925926,0.4074074074074074,0.72,0.75,0.726643492063492,Short,Video,Morning,0,1.6580717693760758,1.800524761548673
2806,60,Male,Spain,Intermediate,Unemployed,Marketing,Intermediate,Career Change,36,1,36.47,2.87,140.24,11,110.95,5,0.0277777777777777,0.9722222222222222,0.24,0.56,0.364987619047619,Long,Video,Morning,1,-2.1992005040211455,0.03167226139587787
2807,27,Female,Chile,Master,Employed,AI,Beginner,Career Change,34,11,23.51,3.37,171.76,3,25.75,68,0.3235294117647059,0.6764705882352942,0.93,0.73,0.3943645378151261,Short,Mixed,Morning,1,-0.6638249195462187,-0.9605216286337902
2808,36,Female,Mexico,Basic,Student,AI,Advanced,Hobby,1,0,39.46,3.46,27.15,2,46.09,9,0.0,1.0,0.5,0.73,0.2217771428571428,Short,Text,Afternoon,1,-3.481850616155153,-0.6978041597378285
2809,59,Male,Mexico,Intermediate,Employed,Marketing,Advanced,Career Change,27,11,61.83,4.19,200.16,11,107.89,46,0.4074074074074074,0.5925925925925926,0.65,0.15,0.611596507936508,Short,Mixed,Night,0,0.3638444935562521,1.470986741200814
2810,63,Other,Colombia,Intermediate,Unemployed,Marketing,Advanced,Upskill,24,2,86.31,4.94,287.34,6,9.31,34,0.0833333333333333,0.9166666666666666,0.52,0.3,0.4301914285714285,Short,Video,Morning,1,-1.8058527050671438,0.6235124972666235
2811,47,Female,Mexico,Intermediate,Unemployed,Marketing,Beginner,Hobby,20,2,39.04,3.73,42.81,7,52.23,34,0.1,0.9,0.19,0.53,0.29608,Long,Text,Night,1,-2.4544976309574364,-0.6672070030119878
2812,25,Female,Chile,University,Employed,Marketing,Advanced,Hobby,34,24,16.09,2.82,38.09,13,30.8,75,0.7058823529411765,0.2941176470588235,0.47,0.67,0.6165161344537815,Medium,Video,Night,0,2.023789686459835,-0.10534653427083567
2813,57,Other,Chile,Intermediate,Unemployed,Data Science,Beginner,Upskill,2,1,46.04,4.42,260.88,11,71.82,3,0.5,0.5,0.55,0.35,0.5877942857142857,Short,Text,Afternoon,1,-0.3082644952686165,1.6826284421047963
2814,44,Male,Spain,Basic,Student,Cybersecurity,Beginner,Hobby,47,39,82.97,2.67,32.9,1,18.58,28,0.8297872340425532,0.1702127659574468,0.06,0.96,0.4483047416413373,Medium,Text,Night,0,2.515444817301552,-2.8555935459168604
2815,44,Other,Colombia,Intermediate,Student,Marketing,Beginner,Career Change,12,0,77.82,2.95,280.98,9,81.52,9,0.0,1.0,0.28,0.91,0.4044971428571429,Long,Mixed,Afternoon,1,-2.5460520787363867,0.8909492584931549
2816,38,Male,Chile,Basic,Employed,Cybersecurity,Advanced,Career Change,31,25,81.76,4.44,92.41,9,28.74,36,0.8064516129032258,0.1935483870967742,0.56,0.64,0.7103126267281106,Short,Video,Night,0,2.7245429422514733,0.664658052052672
2817,18,Female,Chile,University,Employed,Web Dev,Advanced,Career Change,9,4,37.74,4.31,150.06,3,103.9,28,0.4444444444444444,0.5555555555555556,0.71,0.37,0.4150990476190476,Short,Video,Morning,1,-0.9681732613274879,-0.1636179930207738
2818,28,Female,Argentina,Master,Student,Data Science,Beginner,Hobby,4,2,34.81,4.97,84.72,1,27.24,75,0.5,0.5,0.6,0.99,0.3610485714285714,Long,Mixed,Afternoon,1,-1.169675213863896,-0.9507299761349666
2819,54,Female,Mexico,Basic,Employed,Cybersecurity,Advanced,Career Change,4,0,99.78,3.97,96.27,7,55.67,6,0.0,1.0,0.3,0.74,0.40956,Short,Video,Night,1,-2.630675529865459,1.1568775376557026
2820,44,Female,Chile,Master,Employed,AI,Beginner,Career Change,21,3,87.47,3.55,105.03,5,84.84,56,0.1428571428571428,0.8571428571428572,0.99,0.43,0.52294,Medium,Mixed,Morning,1,-1.2720529977616537,1.5227218469848196
2821,30,Female,Mexico,Basic,Employed,Cybersecurity,Beginner,Hobby,37,29,14.86,3.8,245.9,5,23.92,61,0.7837837837837838,0.2162162162162162,0.6,0.87,0.4919979922779923,Medium,Mixed,Afternoon,0,2.000016814307668,-1.8204566077120299
2822,26,Male,Colombia,Intermediate,Student,Web Dev,Intermediate,Career Change,40,27,65.13,4.58,153.61,9,27.55,74,0.675,0.3249999999999999,0.63,0.82,0.6516171428571429,Short,Mixed,Morning,0,2.3199917932064014,0.09015626285595375
2823,42,Female,Mexico,University,Unemployed,Data Science,Beginner,Upskill,7,3,45.15,4.08,284.47,3,67.09,44,0.4285714285714285,0.5714285714285714,0.03,0.43,0.2891571428571428,Short,Mixed,Night,1,-1.6234805697001446,-1.4312831157676686
2824,51,Female,Chile,University,Student,Marketing,Advanced,Hobby,24,3,84.2,4.26,118.75,5,100.09,31,0.125,0.875,0.23,0.38,0.3590428571428571,Short,Video,Afternoon,1,-2.0266877765283975,-0.11466001756669834
2825,47,Male,Spain,Basic,Student,AI,Advanced,Upskill,43,6,22.07,3.85,216.1,11,25.69,1,0.1395348837209302,0.8604651162790697,0.14,0.66,0.3497147508305648,Short,Text,Morning,1,-1.5449692259721888,-0.8756803059364855
2826,26,Female,Spain,Basic,Employed,Data Science,Advanced,Upskill,48,4,76.23,3.45,30.53,1,28.64,50,0.0833333333333333,0.9166666666666666,0.43,0.26,0.2848885714285714,Medium,Video,Morning,1,-1.9835602503226604,-1.4509583994624216
2827,58,Male,Mexico,University,Employed,Web Dev,Beginner,Career Change,13,9,12.27,2.66,212.15,1,42.52,46,0.6923076923076923,0.3076923076923077,0.34,0.56,0.3216608791208791,Short,Mixed,Night,1,-0.2889852450098308,-2.1495157803738945
2828,44,Female,Colombia,University,Student,AI,Advanced,Upskill,31,26,52.57,3.61,151.99,2,67.25,56,0.8387096774193549,0.1612903225806451,0.34,0.65,0.4676100460829493,Short,Video,Afternoon,0,1.7953755472213502,-1.8967672642261826
2829,43,Male,Spain,University,Student,Data Science,Intermediate,Hobby,39,28,45.77,4.91,172.67,12,8.87,1,0.717948717948718,0.282051282051282,0.4,0.6,0.6440674725274724,Long,Video,Night,0,2.4301400265828916,-0.014116409610863625
2830,19,Female,Argentina,Master,Student,Cybersecurity,Intermediate,Hobby,3,2,33.08,3.13,186.76,5,54.04,12,0.6666666666666666,0.3333333333333333,0.45,0.81,0.4633028571428571,Long,Mixed,Morning,1,-0.2506439290146485,-0.2687572999572659
2831,49,Other,Chile,Intermediate,Unemployed,Cybersecurity,Advanced,Upskill,14,0,23.31,4.63,78.24,13,105.85,66,0.0,1.0,0.75,0.16,0.4751914285714286,Medium,Mixed,Afternoon,1,-2.169468043376701,1.7971548525661885
2832,38,Other,Argentina,Basic,Employed,Data Science,Intermediate,Hobby,32,7,70.32,4.09,277.49,8,86.54,84,0.21875,0.78125,0.98,0.67,0.5736935714285714,Short,Video,Afternoon,1,-0.46557746493215696,1.3884268949719045
2833,55,Other,Spain,Master,Employed,AI,Beginner,Career Change,1,0,20.73,4.87,133.01,7,112.4,4,0.0,1.0,0.09,0.4,0.2094599999999999,Medium,Video,Morning,1,-3.561841263272251,-0.6266768897802214
2834,37,Other,Mexico,Basic,Student,Data Science,Beginner,Career Change,38,36,70.21,2.78,158.06,2,45.2,67,0.9473684210526316,0.0526315789473684,0.97,0.22,0.6614876691729322,Short,Text,Afternoon,0,3.548433740081795,-0.5975413573505416
2835,21,Other,Colombia,University,Employed,Marketing,Intermediate,Hobby,8,7,36.56,3.51,262.05,12,47.4,51,0.875,0.125,0.67,0.14,0.7267628571428572,Long,Video,Afternoon,0,1.8542895668383357,1.6213389036636006
2836,64,Female,Mexico,Intermediate,Unemployed,Cybersecurity,Intermediate,Upskill,47,27,77.63,2.87,282.5,12,84.4,9,0.574468085106383,0.4255319148936169,0.2,0.36,0.6247432826747721,Medium,Text,Night,0,1.940476383321735,0.20254319679807736
2837,34,Male,Chile,University,Student,Web Dev,Intermediate,Hobby,6,5,24.63,2.62,72.83,4,48.95,61,0.8333333333333334,0.1666666666666666,0.48,0.91,0.4809742857142856,Short,Mixed,Morning,0,0.537579163487821,-0.7568821643853038
2838,49,Female,Spain,Basic,Employed,Cybersecurity,Advanced,Career Change,12,6,54.27,3.0,219.15,7,49.65,7,0.5,0.5,0.41,0.55,0.49054,Short,Text,Afternoon,1,-0.336984738911472,0.2492521831491633
2839,58,Male,Spain,University,Employed,AI,Beginner,Upskill,5,4,70.43,3.98,196.49,4,85.64,65,0.8,0.1999999999999999,0.59,0.36,0.5845742857142857,Short,Mixed,Afternoon,0,0.802819382877529,0.6032137197406443
2840,41,Male,Mexico,Intermediate,Student,Marketing,Intermediate,Hobby,48,41,68.11,4.93,273.81,6,77.97,58,0.8541666666666666,0.1458333333333333,0.66,0.64,0.6530414285714286,Short,Video,Night,0,3.591895211148492,-0.7777590388486368
2841,20,Female,Chile,Intermediate,Unemployed,Data Science,Beginner,Hobby,46,5,40.65,4.27,165.78,3,43.47,6,0.108695652173913,0.8913043478260869,0.47,0.78,0.2721944099378882,Medium,Mixed,Morning,1,-1.9712708828734153,-1.6508626816004515
2842,27,Other,Mexico,Intermediate,Unemployed,Web Dev,Beginner,Hobby,19,0,44.32,4.83,72.74,13,95.3,17,0.0,1.0,0.73,0.92,0.5132114285714285,Short,Mixed,Night,1,-1.954537679731591,1.9188082568084142
2843,46,Female,Spain,Intermediate,Employed,Data Science,Intermediate,Career Change,19,4,58.75,4.28,197.8,4,96.06,87,0.2105263157894736,0.7894736842105263,0.25,0.99,0.3163721804511278,Short,Text,Morning,1,-1.9632711881113647,-0.8864975319714409
2844,45,Female,Chile,Basic,Employed,Data Science,Advanced,Career Change,16,10,88.13,4.34,11.4,5,74.5,8,0.625,0.375,0.42,0.66,0.5549028571428571,Medium,Text,Night,0,0.5337219926198349,0.42226050298034107
2845,43,Male,Mexico,Intermediate,Unemployed,AI,Beginner,Upskill,10,7,88.41,3.41,112.2,9,85.56,29,0.7,0.3,0.13,0.13,0.6056771428571428,Short,Text,Afternoon,0,0.7695696226536187,0.9582390084080891
2846,60,Female,Argentina,University,Student,Data Science,Beginner,Upskill,22,14,98.31,2.95,274.66,5,47.83,5,0.6363636363636364,0.3636363636363636,0.46,0.76,0.586671948051948,Long,Text,Morning,0,1.0039199147752056,0.37060849933880774
2847,22,Other,Mexico,Master,Student,AI,Advanced,Upskill,10,2,18.99,4.66,92.41,4,81.17,51,0.2,0.8,0.9,0.2,0.3636942857142857,Long,Video,Morning,1,-1.9903338930287695,0.061929954237458014
2848,54,Male,Argentina,Basic,Employed,Cybersecurity,Beginner,Career Change,23,10,70.18,4.39,133.07,2,30.37,15,0.4347826086956521,0.5652173913043479,0.01,0.52,0.3156519254658385,Medium,Text,Morning,1,-0.9329130859494195,-1.701784368886829
2849,46,Female,Spain,University,Unemployed,Marketing,Beginner,Career Change,20,3,36.21,4.44,102.77,5,17.06,36,0.15,0.85,0.14,0.37,0.2525628571428571,Short,Text,Afternoon,1,-2.4231583189575265,-1.3260403998372372
2850,21,Other,Chile,Basic,Employed,Cybersecurity,Intermediate,Career Change,30,21,13.53,3.83,171.77,11,82.62,23,0.7,0.3,0.71,0.15,0.6147742857142857,Medium,Mixed,Afternoon,0,1.7695033624502725,0.29245641251441606
2851,54,Female,Spain,Master,Employed,Cybersecurity,Intermediate,Upskill,42,31,84.99,3.05,250.82,7,34.65,15,0.7380952380952381,0.2619047619047618,0.88,0.73,0.7174085714285715,Short,Mixed,Night,0,2.988204457071905,0.5394015314267191
2852,24,Female,Colombia,Master,Employed,AI,Intermediate,Upskill,47,17,15.36,4.82,99.13,10,114.48,71,0.3617021276595745,0.6382978723404256,0.79,0.78,0.5115163525835866,Medium,Text,Night,0,0.3494680130834628,-0.15305314350952676
2853,31,Male,Spain,University,Unemployed,Data Science,Advanced,Career Change,17,5,55.17,4.12,287.15,8,35.59,43,0.2941176470588235,0.7058823529411764,0.18,0.53,0.4060038655462185,Long,Text,Night,1,-1.2651942443844046,-0.20614203516612786
