user_id,age,gender,country,education_level,employment_status,preferred_category,skill_level,learning_goal,courses_viewed,courses_completed,avg_progress,avg_rating_given,total_watch_time_hours,sessions_per_week,avg_session_duration_min,last_activity_days_ago,completion_rate,dropout_rate,revisit_rate,diversity_score,engagement_score,preferred_course_length,preferred_content_type,time_of_day_preference
435,48,Male,Argentina,Basic,Unemployed,Cybersecurity,Beginner,Hobby,43,23,84.09,3.89,234.96,10,65.21,11,0.5348837209302325,0.4651162790697675,0.04,0.9,0.5509308305647841,Short,Mixed,Afternoon
436,45,Other,Mexico,Master,Employed,Marketing,Advanced,Career Change,32,0,68.69,4.45,238.48,10,104.54,18,0.0,1.0,0.13,0.98,0.37766571428571427,Medium,Text,Afternoon
437,60,Male,Spain,Basic,Student,AI,Beginner,Hobby,11,2,39.19,4.19,180.3,2,93.07,1,0.18181818181818182,0.8181818181818181,0.58,0.49,0.2917825974025974,Medium,Mixed,Morning
438,55,Male,Chile,University,Unemployed,Data Science,Intermediate,Hobby,28,24,11.65,3.66,283.2,1,76.91,41,0.8571428571428571,0.1428571428571429,0.25,0.69,0.3518714285714285,Long,Text,Morning
439,62,Other,Spain,Intermediate,Unemployed,Marketing,Advanced,Hobby,22,19,73.12,2.78,299.09,10,73.33,11,0.8636363636363636,0.13636363636363635,0.33,0.52,0.6856166233766234,Short,Text,Afternoon
440,26,Other,Colombia,University,Employed,Cybersecurity,Intermediate,Career Change,10,8,33.27,2.57,191.26,1,82.38,35,0.8,0.19999999999999996,0.17,0.37,0.3619685714285715,Long,Video,Afternoon
441,48,Male,Mexico,Master,Unemployed,Data Science,Beginner,Upskill,14,1,14.54,4.73,175.18,13,7.84,20,0.07142857142857142,0.9285714285714286,0.07,0.18,0.34308,Short,Text,Night
442,35,Other,Colombia,Intermediate,Employed,Marketing,Beginner,Upskill,24,13,82.02,4.66,49.45,6,87.19,35,0.5416666666666666,0.45833333333333337,0.73,0.81,0.6011114285714285,Short,Video,Afternoon
443,53,Female,Mexico,Master,Employed,Data Science,Intermediate,Upskill,25,0,85.38,4.04,176.45,7,5.13,15,0.0,1.0,0.22,0.7,0.36476000000000003,Short,Mixed,Afternoon
444,57,Male,Mexico,Intermediate,Unemployed,Web Dev,Advanced,Hobby,14,6,11.46,4.32,100.44,13,101.29,60,0.42857142857142855,0.5714285714285714,0.34,0.22,0.49806285714285714,Short,Video,Night
445,61,Male,Spain,Intermediate,Unemployed,Marketing,Intermediate,Career Change,17,8,51.46,3.75,98.89,11,51.23,77,0.47058823529411764,0.5294117647058824,0.12,0.1,0.5038107563025209,Medium,Video,Morning
446,48,Other,Spain,Master,Employed,Data Science,Advanced,Upskill,35,16,59.89,2.87,32.17,8,107.86,83,0.45714285714285713,0.5428571428571429,0.57,0.56,0.5423514285714285,Short,Video,Morning
447,23,Male,Spain,Intermediate,Student,AI,Advanced,Hobby,25,21,69.96,4.97,71.59,8,15.92,83,0.84,0.16000000000000003,0.14,0.17,0.5913485714285714,Long,Mixed,Morning
448,56,Female,Spain,Basic,Employed,AI,Beginner,Upskill,47,23,46.43,2.72,24.41,4,72.01,64,0.48936170212765956,0.5106382978723405,0.32,0.53,0.38938279635258355,Medium,Mixed,Afternoon
449,18,Female,Argentina,University,Employed,Web Dev,Intermediate,Upskill,17,1,70.53,4.21,98.0,3,46.94,59,0.058823529411764705,0.9411764705882353,0.13,0.62,0.24899277310924373,Long,Mixed,Afternoon
450,29,Other,Colombia,Master,Student,Data Science,Beginner,Hobby,20,12,33.11,4.51,130.65,3,88.98,44,0.6,0.4,0.78,0.71,0.4665057142857143,Medium,Mixed,Morning
451,39,Other,Mexico,University,Unemployed,Data Science,Advanced,Upskill,28,19,54.28,4.49,73.6,8,19.44,41,0.6785714285714286,0.3214285714285714,0.52,0.35,0.58756,Long,Video,Night
452,40,Other,Colombia,Basic,Employed,AI,Intermediate,Hobby,43,12,58.72,2.72,21.82,7,117.18,78,0.27906976744186046,0.7209302325581395,0.54,0.31,0.4591609302325581,Medium,Video,Morning
453,43,Male,Mexico,University,Employed,Cybersecurity,Intermediate,Career Change,42,26,93.93,3.81,85.18,6,34.02,41,0.6190476190476191,0.38095238095238093,0.15,0.98,0.5321457142857143,Medium,Video,Morning
454,25,Other,Chile,University,Unemployed,Cybersecurity,Beginner,Hobby,47,6,67.69,3.67,61.03,10,93.6,11,0.1276595744680851,0.8723404255319149,0.36,0.92,0.4599635866261398,Medium,Text,Afternoon
455,63,Female,Colombia,University,Employed,Data Science,Intermediate,Upskill,24,15,15.12,4.42,212.12,9,116.15,3,0.625,0.375,0.4,0.78,0.49059714285714284,Short,Mixed,Night
456,63,Other,Mexico,Basic,Employed,Data Science,Advanced,Career Change,11,5,59.54,4.48,98.8,11,116.47,25,0.45454545454545453,0.5454545454545454,0.82,0.52,0.6551579220779221,Long,Video,Night
457,50,Male,Mexico,Intermediate,Unemployed,AI,Intermediate,Hobby,36,13,24.57,4.15,299.34,4,51.08,78,0.3611111111111111,0.6388888888888888,0.45,0.99,0.333187619047619,Short,Text,Afternoon
458,55,Male,Chile,University,Employed,Marketing,Intermediate,Career Change,42,37,50.98,3.54,220.5,1,114.78,40,0.8809523809523809,0.11904761904761907,0.18,0.34,0.42367428571428567,Medium,Text,Morning
459,55,Female,Argentina,Basic,Unemployed,Marketing,Beginner,Career Change,27,19,36.76,2.91,204.31,4,89.45,42,0.7037037037037037,0.2962962962962963,0.7,0.29,0.5103453968253968,Medium,Text,Morning
460,24,Female,Chile,Basic,Unemployed,AI,Intermediate,Career Change,30,17,88.47,3.94,106.92,3,38.98,42,0.5666666666666667,0.43333333333333335,0.57,0.92,0.5252257142857143,Long,Mixed,Night
461,35,Other,Colombia,Master,Unemployed,Cybersecurity,Intermediate,Upskill,28,27,89.09,3.9,261.63,4,75.66,38,0.9642857142857143,0.0357142857142857,0.94,0.78,0.7411800000000001,Long,Text,Morning
462,56,Female,Chile,Intermediate,Employed,Web Dev,Advanced,Hobby,41,3,28.07,3.29,238.47,12,100.3,17,0.07317073170731707,0.926829268292683,0.31,0.28,0.3972340766550522,Long,Text,Afternoon
463,18,Female,Spain,Intermediate,Student,Data Science,Intermediate,Upskill,26,22,39.31,3.49,182.98,8,51.62,17,0.8461538461538461,0.15384615384615385,0.58,0.94,0.6198947252747252,Long,Text,Afternoon
464,59,Male,Chile,Intermediate,Employed,Cybersecurity,Beginner,Upskill,33,9,82.87,4.88,11.51,9,105.5,75,0.2727272727272727,0.7272727272727273,0.81,0.35,0.6024153246753247,Medium,Text,Night
465,32,Other,Colombia,Basic,Unemployed,Web Dev,Advanced,Upskill,2,1,12.17,2.79,42.49,7,108.78,37,0.5,0.5,0.22,0.5,0.36834,Long,Text,Morning
466,48,Male,Mexico,Basic,Employed,Web Dev,Intermediate,Career Change,11,3,27.95,3.16,153.55,8,68.79,43,0.2727272727272727,0.7272727272727273,0.94,0.52,0.49714675324675317,Medium,Mixed,Afternoon
467,38,Other,Chile,Basic,Employed,Cybersecurity,Advanced,Hobby,16,14,58.7,4.01,70.04,7,60.01,57,0.875,0.125,0.18,0.15,0.5659,Long,Text,Night
468,40,Other,Mexico,University,Student,Marketing,Intermediate,Upskill,5,1,35.5,4.59,165.18,10,14.21,28,0.2,0.8,0.01,0.23,0.3472857142857143,Long,Mixed,Night
469,27,Other,Mexico,Intermediate,Unemployed,AI,Intermediate,Career Change,28,14,63.82,3.46,257.17,13,60.58,7,0.5,0.5,0.27,0.27,0.6102114285714286,Long,Text,Night
470,64,Other,Spain,Basic,Unemployed,AI,Intermediate,Upskill,4,2,15.58,2.68,174.29,13,119.38,8,0.5,0.5,0.56,0.96,0.5717314285714286,Short,Video,Night
471,24,Other,Spain,Intermediate,Unemployed,Cybersecurity,Beginner,Career Change,15,6,13.97,2.96,164.67,5,56.89,9,0.4,0.6,0.95,0.86,0.44508285714285717,Medium,Video,Morning
472,42,Male,Argentina,Basic,Student,Cybersecurity,Intermediate,Hobby,12,8,21.42,2.81,157.98,9,24.1,22,0.6666666666666666,0.33333333333333337,0.99,0.72,0.6336971428571428,Short,Mixed,Night
473,60,Other,Spain,Basic,Unemployed,Web Dev,Advanced,Career Change,25,17,93.52,2.73,89.34,11,5.48,56,0.68,0.31999999999999995,0.06,0.4,0.6387542857142857,Long,Mixed,Night
474,49,Male,Spain,Basic,Employed,AI,Advanced,Career Change,47,8,47.39,2.56,103.93,9,16.32,66,0.1702127659574468,0.8297872340425532,0.97,0.59,0.5327009726443769,Long,Mixed,Night
475,41,Other,Chile,Basic,Unemployed,Web Dev,Intermediate,Hobby,48,38,45.38,3.09,33.6,6,76.02,81,0.7916666666666666,0.20833333333333337,0.68,0.59,0.5928314285714286,Medium,Text,Afternoon
476,64,Female,Argentina,Intermediate,Unemployed,Data Science,Advanced,Upskill,12,1,66.5,4.12,253.91,7,32.68,13,0.08333333333333333,0.9166666666666666,0.83,0.3,0.474,Long,Video,Afternoon
477,58,Other,Spain,Intermediate,Employed,Web Dev,Beginner,Upskill,1,0,46.87,4.95,58.36,6,27.4,75,0.0,1.0,0.73,0.48,0.3683114285714285,Short,Mixed,Afternoon
478,50,Other,Mexico,University,Student,Cybersecurity,Intermediate,Hobby,19,16,96.15,4.73,197.42,8,68.09,76,0.8421052631578947,0.1578947368421053,0.62,0.61,0.7403601503759397,Medium,Text,Morning
479,39,Male,Mexico,Basic,Student,Cybersecurity,Advanced,Upskill,16,11,70.79,3.49,44.24,12,88.97,85,0.6875,0.3125,0.88,0.92,0.7809728571428571,Short,Video,Night
480,42,Male,Spain,Intermediate,Student,Web Dev,Intermediate,Hobby,41,0,41.89,3.26,220.61,11,53.11,29,0.0,1.0,0.94,0.41,0.5074942857142857,Long,Video,Morning
481,32,Female,Chile,University,Student,Web Dev,Intermediate,Upskill,33,20,52.46,3.88,173.23,2,12.95,46,0.6060606060606061,0.3939393939393939,0.03,0.42,0.3355953246753247,Medium,Text,Afternoon
482,37,Female,Mexico,University,Employed,Data Science,Advanced,Career Change,27,5,39.75,4.36,126.66,5,89.53,44,0.18518518518518517,0.8148148148148149,0.49,0.22,0.3401984126984127,Short,Video,Night
483,54,Other,Spain,Master,Employed,Marketing,Beginner,Career Change,28,16,72.46,2.96,99.12,9,62.07,37,0.5714285714285714,0.4285714285714286,0.09,0.39,0.5272057142857143,Medium,Video,Morning
484,19,Other,Mexico,Master,Employed,Web Dev,Advanced,Career Change,40,2,25.7,3.68,31.97,2,87.16,87,0.05,0.95,0.52,0.91,0.21325714285714284,Medium,Text,Night
485,53,Male,Chile,Master,Student,Cybersecurity,Beginner,Career Change,25,12,54.51,2.8,178.49,2,77.1,22,0.48,0.52,0.43,0.77,0.38187714285714286,Medium,Video,Night
486,26,Other,Spain,Intermediate,Employed,Marketing,Intermediate,Career Change,1,0,39.47,2.91,58.45,8,33.39,33,0.0,1.0,0.44,0.63,0.33836857142857146,Medium,Video,Afternoon
487,38,Male,Mexico,Master,Student,Marketing,Beginner,Career Change,6,0,17.34,2.72,55.69,9,29.61,59,0.0,1.0,0.01,0.42,0.22953714285714288,Long,Mixed,Night
488,48,Other,Mexico,Master,Employed,Marketing,Advanced,Hobby,15,3,68.44,4.17,240.6,4,35.59,14,0.2,0.8,0.15,0.9,0.3125942857142857,Medium,Mixed,Afternoon
489,22,Female,Argentina,Master,Unemployed,AI,Beginner,Career Change,20,14,69.67,4.2,279.86,10,89.63,60,0.7,0.30000000000000004,0.29,0.89,0.6216257142857143,Long,Video,Afternoon
490,63,Other,Spain,Basic,Employed,Marketing,Beginner,Career Change,9,4,10.08,4.76,12.26,4,62.51,11,0.4444444444444444,0.5555555555555556,0.36,0.92,0.311207619047619,Medium,Video,Afternoon
491,26,Male,Spain,Basic,Unemployed,AI,Beginner,Upskill,7,1,71.24,4.83,188.01,7,14.63,28,0.14285714285714285,0.8571428571428572,0.3,0.8,0.39533714285714283,Short,Text,Morning
492,48,Female,Spain,University,Student,Data Science,Intermediate,Hobby,25,17,39.57,2.64,58.83,9,88.87,69,0.68,0.31999999999999995,0.37,0.23,0.5499971428571429,Short,Text,Night
493,28,Male,Spain,University,Unemployed,Web Dev,Advanced,Career Change,20,4,30.9,3.51,84.4,8,99.9,14,0.2,0.8,0.75,0.91,0.4432285714285714,Medium,Text,Afternoon
494,31,Other,Spain,Intermediate,Employed,Cybersecurity,Beginner,Career Change,49,18,96.07,3.44,105.08,9,108.87,50,0.3673469387755102,0.6326530612244898,0.25,0.39,0.5452012244897959,Short,Video,Night
495,36,Other,Mexico,Basic,Unemployed,Data Science,Beginner,Hobby,42,16,37.22,4.65,257.88,2,36.48,5,0.38095238095238093,0.6190476190476191,0.69,0.95,0.3695828571428571,Long,Video,Night
496,46,Female,Colombia,Master,Employed,Marketing,Advanced,Upskill,25,22,55.05,4.11,155.62,3,40.2,27,0.88,0.12,0.8,0.88,0.5983857142857143,Short,Text,Afternoon
497,31,Other,Mexico,Intermediate,Student,Web Dev,Advanced,Upskill,26,15,39.59,4.16,226.79,8,105.19,85,0.5769230769230769,0.42307692307692313,0.86,0.22,0.5956854945054945,Long,Mixed,Afternoon
498,18,Female,Chile,Basic,Employed,AI,Beginner,Career Change,29,7,71.0,3.13,262.55,6,40.32,6,0.2413793103448276,0.7586206896551724,0.72,0.53,0.4869852216748768,Short,Mixed,Night
499,55,Other,Colombia,Master,Employed,Marketing,Intermediate,Hobby,7,3,27.51,4.55,204.61,1,26.76,36,0.42857142857142855,0.5714285714285714,0.51,0.64,0.30701999999999996,Long,Text,Afternoon
500,52,Other,Spain,Intermediate,Unemployed,AI,Beginner,Hobby,48,4,98.31,4.83,280.49,3,101.47,62,0.08333333333333333,0.9166666666666666,0.71,0.93,0.4279057142857143,Medium,Video,Morning
501,48,Female,Chile,Intermediate,Unemployed,Web Dev,Advanced,Upskill,17,13,39.35,2.68,108.19,2,77.61,7,0.7647058823529411,0.23529411764705888,0.7,0.67,0.4909689075630252,Short,Mixed,Night
502,30,Female,Mexico,Master,Unemployed,Cybersecurity,Intermediate,Hobby,41,33,79.8,3.48,46.08,4,67.59,0,0.8048780487804879,0.19512195121951215,0.06,0.33,0.498777700348432,Long,Text,Night
503,31,Female,Chile,Intermediate,Unemployed,Marketing,Intermediate,Hobby,29,1,25.07,3.66,14.81,13,52.82,13,0.034482758620689655,0.9655172413793104,0.98,0.32,0.5350562561576355,Short,Video,Morning
504,34,Other,Chile,Basic,Employed,Cybersecurity,Beginner,Hobby,37,13,88.23,3.83,143.05,13,95.28,34,0.35135135135135137,0.6486486486486487,0.9,0.87,0.740436833976834,Short,Text,Morning
505,60,Female,Chile,University,Student,Data Science,Intermediate,Career Change,17,15,33.1,4.38,156.3,2,90.83,80,0.8823529411764706,0.11764705882352944,1.0,0.49,0.573763025210084,Medium,Mixed,Morning
506,37,Male,Colombia,Basic,Student,AI,Intermediate,Upskill,16,2,14.93,3.01,128.52,9,17.12,85,0.125,0.875,0.84,0.77,0.42821714285714285,Short,Text,Night
507,46,Other,Argentina,University,Employed,AI,Advanced,Hobby,38,32,75.16,4.82,132.01,8,40.39,81,0.8421052631578947,0.1578947368421053,0.07,0.77,0.5883801503759398,Long,Mixed,Afternoon
508,50,Male,Chile,Master,Unemployed,Web Dev,Advanced,Career Change,28,9,19.95,2.59,298.33,2,11.19,87,0.32142857142857145,0.6785714285714286,0.04,0.45,0.18718571428571426,Short,Video,Morning
509,35,Other,Mexico,Intermediate,Unemployed,Cybersecurity,Beginner,Career Change,13,0,49.98,4.19,155.12,2,104.59,29,0.0,1.0,0.78,0.51,0.2988171428571429,Long,Mixed,Night
510,20,Other,Chile,Basic,Employed,Cybersecurity,Advanced,Upskill,7,1,98.82,4.39,78.34,1,106.95,48,0.14285714285714285,0.8571428571428572,0.86,0.19,0.4339257142857143,Short,Mixed,Afternoon
511,38,Other,Mexico,Master,Student,Cybersecurity,Beginner,Career Change,26,13,87.29,3.31,286.44,8,99.17,19,0.5,0.5,0.83,0.1,0.6620085714285714,Medium,Mixed,Afternoon
512,18,Female,Chile,Intermediate,Employed,Web Dev,Advanced,Career Change,49,48,31.02,2.67,60.2,9,38.51,61,0.9795918367346939,0.020408163265306145,0.38,0.89,0.624774693877551,Medium,Mixed,Night
513,37,Other,Spain,Intermediate,Student,Web Dev,Intermediate,Upskill,29,18,39.71,2.77,286.25,2,39.23,16,0.6206896551724138,0.3793103448275862,0.31,0.71,0.37048403940886704,Medium,Video,Morning
514,32,Other,Chile,Master,Unemployed,Cybersecurity,Intermediate,Career Change,46,21,74.61,3.21,101.25,2,109.58,0,0.45652173913043476,0.5434782608695652,0.82,0.59,0.49303366459627335,Medium,Mixed,Afternoon
515,54,Male,Argentina,University,Unemployed,AI,Advanced,Career Change,1,0,95.99,3.12,258.6,12,55.61,53,0.0,1.0,0.01,0.56,0.45112285714285716,Short,Mixed,Night
516,18,Female,Chile,University,Unemployed,AI,Intermediate,Upskill,36,9,55.22,2.54,241.88,7,27.91,70,0.25,0.75,0.5,0.89,0.43544000000000005,Short,Mixed,Morning
517,62,Other,Mexico,Intermediate,Student,Marketing,Intermediate,Career Change,4,1,59.01,2.9,208.92,10,27.34,80,0.25,0.75,0.5,0.82,0.5073057142857142,Medium,Text,Afternoon
518,49,Other,Argentina,Master,Unemployed,AI,Intermediate,Career Change,41,19,69.7,2.8,123.44,3,48.4,44,0.4634146341463415,0.5365853658536586,0.19,0.96,0.38071010452961673,Medium,Video,Afternoon
519,30,Other,Chile,Intermediate,Unemployed,Web Dev,Advanced,Hobby,7,6,95.83,3.38,17.71,13,103.09,56,0.8571428571428571,0.1428571428571429,0.71,0.55,0.8693742857142858,Short,Video,Morning
520,50,Male,Colombia,Master,Employed,Data Science,Intermediate,Hobby,16,6,65.82,3.69,146.06,3,77.18,86,0.375,0.625,0.63,0.51,0.43442571428571425,Long,Video,Night
521,58,Other,Chile,University,Unemployed,Cybersecurity,Beginner,Upskill,23,6,89.87,4.06,243.44,7,99.34,60,0.2608695652173913,0.7391304347826086,0.31,0.67,0.47000086956521736,Short,Video,Afternoon
522,56,Male,Chile,Master,Student,Marketing,Advanced,Upskill,10,6,84.23,4.22,167.82,12,20.21,73,0.6,0.4,0.97,0.69,0.7996028571428572,Short,Video,Morning
523,29,Other,Mexico,Intermediate,Employed,Data Science,Beginner,Upskill,16,8,57.35,4.4,215.24,11,97.11,1,0.5,0.5,0.38,0.57,0.5764142857142858,Short,Mixed,Morning
524,30,Female,Colombia,Basic,Student,Web Dev,Advanced,Hobby,15,8,71.55,2.56,208.56,1,103.17,24,0.5333333333333333,0.4666666666666667,0.61,0.32,0.44652857142857144,Medium,Video,Morning
525,55,Male,Argentina,University,Employed,AI,Beginner,Hobby,41,23,23.24,3.24,31.48,5,102.63,61,0.5609756097560976,0.4390243902439024,0.81,0.41,0.4839155400696865,Long,Video,Morning
526,34,Female,Spain,Basic,Student,Data Science,Beginner,Hobby,48,29,28.52,4.35,166.27,7,37.47,73,0.6041666666666666,0.39583333333333337,0.53,0.28,0.49429,Short,Mixed,Morning
527,37,Other,Mexico,Basic,Unemployed,Cybersecurity,Advanced,Hobby,37,17,28.11,4.73,38.9,4,114.49,19,0.4594594594594595,0.5405405405405406,0.58,0.62,0.39577212355212354,Short,Text,Night
528,61,Other,Argentina,Intermediate,Employed,Cybersecurity,Beginner,Hobby,9,4,88.54,2.72,148.78,10,44.35,48,0.4444444444444444,0.5555555555555556,0.44,0.54,0.6126990476190476,Medium,Text,Morning
529,19,Male,Argentina,Intermediate,Employed,AI,Intermediate,Hobby,33,18,61.21,4.41,244.48,3,54.87,54,0.5454545454545454,0.4545454545454546,0.83,0.99,0.5163420779220779,Short,Text,Night
530,53,Male,Argentina,Master,Student,Cybersecurity,Beginner,Hobby,7,5,76.75,4.51,254.29,1,10.9,9,0.7142857142857143,0.2857142857142857,0.06,0.45,0.4012142857142857,Long,Text,Night
531,25,Other,Chile,Intermediate,Student,AI,Beginner,Upskill,29,6,42.13,4.09,59.99,9,30.2,25,0.20689655172413793,0.7931034482758621,0.2,0.36,0.37918610837438427,Long,Mixed,Night
532,43,Other,Argentina,Master,Student,Marketing,Intermediate,Hobby,45,19,29.44,4.92,215.96,11,75.51,29,0.4222222222222222,0.5777777777777777,0.3,0.97,0.48126095238095234,Medium,Mixed,Afternoon
533,50,Male,Mexico,Master,Student,AI,Beginner,Upskill,13,7,71.26,4.17,155.74,4,11.18,72,0.5384615384615384,0.46153846153846156,0.36,0.4,0.46177274725274725,Long,Video,Morning
534,34,Other,Chile,Basic,Unemployed,Data Science,Advanced,Career Change,48,1,23.78,4.32,182.07,12,85.6,77,0.020833333333333332,0.9791666666666666,0.57,0.41,0.42495285714285713,Short,Text,Night
535,63,Male,Chile,University,Unemployed,Marketing,Advanced,Hobby,6,4,90.77,2.8,101.71,11,75.63,50,0.6666666666666666,0.33333333333333337,0.19,0.6,0.6552542857142858,Medium,Mixed,Morning
536,36,Male,Colombia,Basic,Employed,Data Science,Advanced,Hobby,6,3,88.27,2.72,234.16,11,83.24,14,0.5,0.5,0.43,0.25,0.6482542857142857,Long,Mixed,Night
537,40,Other,Mexico,Intermediate,Employed,AI,Intermediate,Hobby,37,8,67.18,2.99,67.47,5,91.02,10,0.21621621621621623,0.7837837837837838,0.7,0.94,0.446367722007722,Short,Video,Night
538,52,Female,Colombia,Basic,Unemployed,Cybersecurity,Intermediate,Career Change,14,6,74.73,4.83,160.64,2,11.08,16,0.42857142857142855,0.5714285714285714,0.12,0.37,0.34488857142857143,Short,Text,Morning
539,18,Male,Chile,University,Student,Cybersecurity,Advanced,Hobby,12,6,64.05,2.92,117.02,6,108.31,81,0.5,0.5,0.73,0.93,0.5526714285714285,Long,Mixed,Night
540,34,Male,Chile,Intermediate,Employed,Data Science,Beginner,Hobby,10,1,26.54,3.32,148.73,9,74.28,72,0.1,0.9,0.41,0.35,0.35793714285714284,Long,Text,Morning
541,53,Female,Chile,Intermediate,Student,Web Dev,Beginner,Career Change,10,4,82.47,2.96,30.07,12,63.27,53,0.4,0.6,0.75,0.82,0.6920828571428571,Long,Mixed,Night
542,61,Other,Argentina,Intermediate,Employed,Data Science,Intermediate,Career Change,30,6,90.41,3.47,89.92,10,89.77,60,0.2,0.8,0.47,0.4,0.5491057142857143,Medium,Video,Night
543,23,Other,Mexico,Basic,Unemployed,Cybersecurity,Advanced,Hobby,17,5,53.65,2.71,291.88,8,25.65,56,0.29411764705882354,0.7058823529411764,0.24,0.54,0.41496386554621845,Long,Mixed,Morning
544,35,Other,Mexico,Basic,Unemployed,Cybersecurity,Intermediate,Hobby,28,24,51.11,4.61,38.7,10,63.06,51,0.8571428571428571,0.1428571428571429,0.38,0.98,0.6496485714285715,Long,Text,Afternoon
545,42,Male,Mexico,University,Unemployed,Cybersecurity,Beginner,Hobby,11,6,13.28,2.63,251.08,13,87.69,70,0.5454545454545454,0.4545454545454546,0.44,0.86,0.5567677922077922,Long,Mixed,Night
546,35,Female,Argentina,Basic,Unemployed,Cybersecurity,Beginner,Upskill,47,32,45.39,4.04,258.94,13,70.65,87,0.6808510638297872,0.3191489361702128,0.62,0.9,0.6976067477203647,Medium,Video,Morning
547,27,Other,Chile,Intermediate,Student,Marketing,Beginner,Upskill,23,19,99.39,4.67,171.57,1,74.09,39,0.8260869565217391,0.17391304347826086,0.52,0.86,0.5720346583850932,Short,Text,Night
548,35,Male,Chile,Intermediate,Student,Web Dev,Beginner,Upskill,37,29,53.38,4.39,88.17,1,16.0,33,0.7837837837837838,0.21621621621621623,0.06,0.54,0.37532370656370656,Short,Mixed,Morning
549,22,Female,Argentina,Basic,Student,AI,Intermediate,Career Change,26,21,32.48,3.36,256.35,11,16.77,75,0.8076923076923077,0.1923076923076923,0.91,0.77,0.7249819780219781,Long,Text,Afternoon
550,35,Female,Mexico,Master,Employed,Data Science,Intermediate,Upskill,13,4,64.29,2.7,206.52,10,102.86,75,0.3076923076923077,0.6923076923076923,0.13,0.62,0.46117340659340655,Short,Mixed,Morning
551,26,Female,Spain,Master,Student,Cybersecurity,Intermediate,Upskill,32,14,89.19,4.12,270.28,13,36.23,49,0.4375,0.5625,0.84,0.53,0.7562014285714286,Long,Text,Night
552,24,Other,Chile,Basic,Employed,Data Science,Beginner,Career Change,40,27,70.88,3.25,59.29,5,47.89,3,0.675,0.32499999999999996,0.23,0.65,0.4974028571428572,Short,Mixed,Night
553,54,Female,Argentina,Intermediate,Unemployed,Marketing,Intermediate,Hobby,23,20,52.17,2.87,295.47,8,28.69,15,0.8695652173913043,0.13043478260869568,0.34,0.99,0.6046381366459627,Short,Text,Night
554,57,Female,Mexico,Master,Unemployed,Web Dev,Advanced,Career Change,16,14,11.89,2.59,136.52,5,39.71,8,0.875,0.125,0.54,0.92,0.5014228571428572,Short,Text,Morning
555,45,Other,Argentina,Basic,Student,Marketing,Intermediate,Hobby,35,4,97.93,2.97,136.36,13,82.81,77,0.11428571428571428,0.8857142857142857,0.1,0.49,0.5287171428571429,Long,Text,Night
556,50,Male,Argentina,Basic,Employed,Marketing,Beginner,Hobby,7,0,78.88,4.82,65.42,9,32.09,14,0.0,1.0,0.06,0.45,0.36261714285714286,Short,Text,Afternoon
557,27,Other,Colombia,Intermediate,Employed,Marketing,Advanced,Hobby,12,5,98.47,4.11,216.71,9,51.59,35,0.4166666666666667,0.5833333333333333,0.63,0.68,0.6407971428571428,Medium,Video,Afternoon
558,35,Male,Colombia,Basic,Unemployed,Marketing,Intermediate,Career Change,43,34,58.83,4.13,85.83,4,61.26,44,0.7906976744186046,0.2093023255813954,0.24,0.36,0.48858358803986707,Medium,Mixed,Morning
559,33,Male,Colombia,Intermediate,Unemployed,AI,Advanced,Hobby,12,3,36.99,3.69,54.57,10,18.6,87,0.25,0.75,0.58,0.9,0.4792657142857143,Medium,Text,Afternoon
560,56,Other,Mexico,Intermediate,Employed,Marketing,Advanced,Career Change,26,16,40.51,4.49,27.86,11,52.23,70,0.6153846153846154,0.3846153846153846,0.26,0.94,0.5533496703296703,Long,Mixed,Morning
561,57,Other,Argentina,University,Unemployed,AI,Beginner,Career Change,31,14,43.14,4.95,129.12,2,103.54,48,0.45161290322580644,0.5483870967741935,0.72,0.62,0.4086210138248848,Medium,Video,Night
562,64,Other,Spain,Basic,Employed,AI,Intermediate,Career Change,13,10,51.12,3.69,118.89,4,92.05,85,0.7692307692307693,0.23076923076923073,0.86,1.0,0.5907235164835165,Medium,Mixed,Morning
563,29,Female,Colombia,Master,Employed,AI,Beginner,Upskill,21,3,89.0,3.01,248.81,5,12.15,22,0.14285714285714285,0.8571428571428572,0.97,0.56,0.522,Short,Mixed,Afternoon
564,32,Female,Spain,Master,Unemployed,Marketing,Intermediate,Upskill,17,4,87.21,3.26,61.84,4,39.25,51,0.23529411764705882,0.7647058823529411,0.97,0.28,0.5247225210084034,Short,Video,Afternoon
565,61,Female,Mexico,Basic,Student,Web Dev,Beginner,Hobby,4,2,94.59,3.36,296.5,10,42.86,68,0.5,0.5,0.45,0.33,0.6434657142857143,Long,Mixed,Night
566,44,Other,Argentina,Basic,Employed,Cybersecurity,Beginner,Career Change,21,7,21.22,4.9,192.59,5,14.11,16,0.3333333333333333,0.6666666666666667,0.77,0.22,0.4035828571428572,Long,Mixed,Afternoon
567,48,Other,Spain,Basic,Student,Marketing,Beginner,Upskill,40,37,51.14,3.23,170.77,13,92.62,61,0.925,0.07499999999999996,0.43,0.58,0.7443514285714286,Short,Text,Night
568,61,Other,Colombia,University,Unemployed,Cybersecurity,Intermediate,Upskill,10,5,91.8,4.46,148.78,12,111.59,55,0.5,0.5,0.93,0.15,0.7767428571428572,Long,Text,Afternoon
